,Name,Age,TmFull,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,BC%,BCrk,Total BC
304,Anthony Rendon,31,Los Angeles Angels,LAA,58,249,217,24,52,13,0,6,34,0,0,29,41,0.24,0.329,0.382,0.712,94,83,11,1,0,2,2,0.4177,304,104
305,Kole Calhoun,33,Arizona Diamondbacks,ARI,51,182,166,17,39,8,0,5,17,1,0,15,41,0.235,0.297,0.373,0.67,81,62,2,0,0,1,0,0.4176,305,76
306,Austin Nola,31,San Diego Padres,SDP,56,194,173,15,47,12,0,2,29,0,1,14,19,0.272,0.34,0.376,0.716,101,65,2,5,0,2,0,0.4175,306,81
307,Danny Santana,30,Boston Red Sox,BOS,38,127,116,15,21,2,1,5,14,4,2,10,30,0.181,0.252,0.345,0.597,58,40,0,1,0,0,0,0.4173,307,53
308,Carlos Santana,35,Kansas City Royals,KCR,158,659,565,66,121,15,0,19,69,2,0,86,102,0.214,0.319,0.342,0.66,81,193,12,3,0,5,3,0.4173,308,275
309,Kyle Higashioka,31,New York Yankees,NYY,67,211,193,20,35,10,0,10,29,0,0,17,59,0.181,0.246,0.389,0.635,71,75,4,0,0,1,0,0.4171,309,88
310,Jack Mayfield,30,Toronto Blue Jays,TOT,86,293,266,30,58,15,0,10,39,5,0,17,68,0.218,0.272,0.387,0.659,78,103,6,3,3,1,0,0.4164,310,122
311,Kevin Plawecki,30,Boston Red Sox,BOS,64,173,157,15,45,7,0,3,15,0,0,12,26,0.287,0.349,0.389,0.737,98,61,4,3,1,0,0,0.4162,311,72
312,Josh Naylor,24,Cleveland Indians,CLE,69,250,233,28,59,13,0,7,21,1,0,14,45,0.253,0.301,0.399,0.7,91,93,7,2,0,0,1,0.4160,312,104
313,Taylor Trammell,23,Seattle Mariners,SEA,51,178,156,23,25,7,0,8,18,2,3,17,75,0.16,0.256,0.359,0.615,71,56,1,3,2,0,0,0.4157,313,74
314,Hanser Alberto,28,Kansas City Royals,KCR,103,255,241,25,65,20,3,2,24,3,1,4,26,0.27,0.291,0.402,0.693,86,97,1,4,4,2,0,0.4157,314,106
315,Sergio Alcántara,24,Chicago Cubs,CHC,89,255,220,30,45,6,3,5,17,3,0,30,74,0.205,0.303,0.327,0.63,72,72,3,2,1,2,2,0.4157,315,106
316,Luis Arráez,24,Minnesota Twins,MIN,121,479,428,58,126,17,6,2,42,2,2,43,48,0.294,0.357,0.376,0.733,105,161,9,2,0,6,2,0.4154,316,199
317,Brandon Marsh,23,Los Angeles Angels,LAA,70,260,236,27,60,12,3,2,19,6,1,20,91,0.254,0.317,0.356,0.673,83,84,3,2,1,1,0,0.4154,317,108
318,Asdrúbal Cabrera,35,Toronto Blue Jays,TOT,110,352,309,34,71,21,0,7,42,1,0,36,80,0.23,0.313,0.366,0.678,83,113,8,3,0,4,1,0.4148,318,146
319,Randal Grichuk,29,Toronto Blue Jays,TOR,149,545,511,59,123,25,1,22,81,0,3,27,114,0.241,0.281,0.423,0.703,87,216,17,3,0,4,0,0.4147,319,226
320,Mike Brosseau,27,Tampa Bay Rays,TBR,57,169,150,21,28,9,0,5,18,2,0,15,53,0.187,0.266,0.347,0.613,72,52,1,2,0,2,0,0.4142,320,70
321,Ke'Bryan Hayes,24,Pittsburgh Pirates,PIT,96,396,362,49,93,20,2,6,38,9,1,31,87,0.257,0.316,0.373,0.689,86,135,11,1,0,2,0,0.4141,321,164
322,DJ LeMahieu,32,New York Yankees,NYY,150,679,597,84,160,24,1,10,57,4,2,73,94,0.268,0.349,0.362,0.711,97,216,16,4,0,5,2,0.4138,322,281
323,J.P. Crawford,26,Seattle Mariners,SEA,160,687,619,89,169,37,0,9,54,3,6,58,114,0.273,0.338,0.376,0.715,102,233,10,5,1,4,1,0.4134,323,284
324,Matt Duffy,30,Chicago Cubs,CHC,97,322,289,45,83,12,0,5,30,8,1,25,63,0.287,0.357,0.381,0.738,101,110,16,7,0,1,0,0.4130,324,133
325,Gio Urshela,29,New York Yankees,NYY,116,442,420,42,112,18,2,14,49,1,0,20,109,0.267,0.301,0.419,0.72,96,176,16,1,0,1,0,0.4118,325,182
326,Wilson Ramos,33,Toronto Blue Jays,TOT,44,163,151,15,31,5,0,8,20,0,0,9,36,0.205,0.248,0.397,0.646,76,60,2,0,0,1,0,0.4110,326,67
327,Pedro Severino,27,Baltimore Orioles,BAL,113,419,379,32,94,18,0,11,46,0,0,34,109,0.248,0.308,0.383,0.69,88,145,9,1,0,5,1,0.4105,327,172
328,Josh VanMeter,26,Arizona Diamondbacks,ARI,112,310,274,26,58,17,2,6,36,3,2,33,83,0.212,0.297,0.354,0.651,76,97,5,1,0,2,0,0.4097,328,127
329,José Iglesias,31,Toronto Blue Jays,TOT,137,511,483,65,131,27,2,9,48,5,2,21,75,0.271,0.309,0.391,0.701,89,189,10,6,0,1,0,0.4090,329,209
330,Jarred Kelenic,21,Seattle Mariners,SEA,93,377,337,41,61,13,1,14,43,6,4,36,106,0.181,0.265,0.35,0.615,72,118,5,3,0,1,0,0.4085,330,154
331,Nick Gordon,25,Minnesota Twins,MIN,73,216,200,19,48,9,1,4,23,10,1,12,55,0.24,0.292,0.355,0.647,79,71,7,3,0,1,0,0.4074,331,88
332,Tucker Barnhart,30,Cinncinnati Reds,CIN,116,388,348,41,86,21,0,7,48,0,0,29,100,0.247,0.317,0.368,0.685,77,128,8,8,0,3,1,0.4072,332,158
333,Harold Ramírez,26,Cleveland Indians,CLE,99,361,339,33,91,21,1,7,41,3,1,14,56,0.268,0.305,0.398,0.703,92,135,10,5,0,3,1,0.4072,333,147
334,Leury García,30,Chicago White Sox,CHW,126,474,415,60,111,22,4,5,54,6,2,41,97,0.267,0.335,0.376,0.711,95,156,12,4,9,5,0,0.4072,334,193
335,Travis d'Arnaud,32,Atlanta Braves,ATL,60,229,209,21,46,14,0,7,26,0,0,17,53,0.22,0.284,0.388,0.671,76,81,7,2,0,1,0,0.4061,335,93
336,Jason Heyward,31,Chicago Cubs,CHC,104,353,323,35,69,15,2,8,30,5,1,27,68,0.214,0.28,0.347,0.627,69,112,4,3,0,0,1,0.4051,336,143
337,Phil Gosselin,32,Los Angeles Angels,LAA,104,373,345,40,90,14,0,7,47,4,2,24,81,0.261,0.314,0.362,0.676,84,125,3,3,0,1,0,0.4048,337,151
338,Didi Gregorius,31,Philadelphia Phillies,PHI,103,408,368,35,77,16,2,13,54,3,0,25,67,0.209,0.27,0.37,0.639,71,136,8,8,0,7,1,0.4044,338,165
339,Stephen Vogt,36,Toronto Blue Jays,TOT,78,238,210,24,41,6,1,7,25,0,0,26,56,0.195,0.283,0.333,0.616,65,70,2,0,1,1,2,0.4034,339,96
340,Nick Solak,26,Texas Rangers,TEX,127,511,458,57,111,18,2,11,49,7,5,34,107,0.242,0.314,0.362,0.677,87,166,11,15,2,2,0,0.4031,340,206
341,Tom Murphy,30,Seattle Mariners,SEA,97,325,277,35,56,8,0,11,34,0,0,40,99,0.202,0.304,0.35,0.655,84,97,8,2,0,3,0,0.4031,341,131
342,Ha-Seong Kim,25,San Diego Padres,SDP,117,298,267,27,54,12,2,8,34,6,1,22,71,0.202,0.27,0.352,0.622,73,94,6,4,2,3,1,0.4027,342,120
343,José Peraza,27,New York Mets,NYM,64,154,142,21,29,7,0,6,20,1,0,9,26,0.204,0.266,0.38,0.647,75,54,5,3,0,0,0,0.4026,343,62
344,Isiah Kiner-Falefa,26,Texas Rangers,TEX,158,677,635,74,172,25,3,8,53,20,5,28,90,0.271,0.312,0.357,0.67,85,227,11,11,1,2,2,0.4018,344,272
345,Matt Carpenter,35,St. Louis Cardinals,STL,130,249,207,18,35,11,1,3,21,2,0,35,77,0.169,0.305,0.275,0.581,63,57,1,6,0,1,1,0.4016,345,100
346,Jordy Mercer,34,Washington Nationals,WSN,46,127,118,13,30,7,0,2,9,0,0,9,34,0.254,0.307,0.364,0.671,85,43,1,0,0,0,0,0.4016,346,51
347,Willie Calhoun,26,Texas Rangers,TEX,75,284,260,26,65,10,3,6,25,0,2,21,34,0.25,0.31,0.381,0.691,89,99,6,2,0,1,0,0.4014,347,114
348,Jeff McNeil,29,New York Mets,NYM,120,426,386,48,97,19,1,7,35,3,0,29,58,0.251,0.319,0.36,0.679,87,139,10,10,0,1,0,0.4014,348,171
349,Luis García Jr.,21,Washington Nationals,WSN,70,247,236,29,57,18,2,6,22,0,2,11,43,0.242,0.275,0.411,0.686,86,97,8,0,0,0,1,0.4008,349,99
350,Clint Frazier,26,New York Yankees,NYY,66,218,183,20,34,9,0,5,15,2,0,32,65,0.186,0.317,0.317,0.633,76,58,8,3,0,0,0,0.3991,350,87
351,Stephen Piscotty,30,Oakland Athletics,OAK,72,188,173,14,38,8,0,5,16,1,0,13,48,0.22,0.282,0.353,0.635,78,61,2,2,0,0,0,0.3989,351,75
352,Starlin Castro,31,Washington Nationals,WSN,87,346,315,25,89,20,0,3,38,0,1,26,62,0.283,0.333,0.375,0.708,95,118,6,0,0,4,1,0.3988,352,138
353,Mike Moustakas,32,Cinncinnati Reds,CIN,62,206,183,21,38,12,0,6,22,0,0,18,46,0.208,0.282,0.372,0.653,68,68,6,2,0,3,0,0.3981,353,82
354,Luis Guillorme,26,New York Mets,NYM,69,156,132,13,35,3,0,1,5,0,2,23,23,0.265,0.374,0.311,0.685,92,41,2,0,1,0,2,0.3974,354,62
355,Mauricio Dubón,26,San Francisco Giants,SFG,74,187,175,20,42,9,0,5,22,2,1,9,41,0.24,0.278,0.377,0.655,76,66,5,1,0,2,2,0.3957,355,74
356,Austin Barnes,31,Los Angeles Dodgers,LAD,77,225,200,28,43,8,0,6,23,1,0,20,56,0.215,0.299,0.345,0.644,72,69,6,4,1,0,1,0.3956,356,89
357,Khris Davis,33,Toronto Blue Jays,TOT,42,114,102,11,21,5,1,3,10,0,0,10,31,0.206,0.272,0.363,0.635,75,37,2,0,0,2,0,0.3947,357,45
358,Seby Zavala,27,Chicago White Sox,CHW,37,104,93,15,17,3,0,5,15,0,0,6,41,0.183,0.24,0.376,0.616,65,35,1,1,4,0,0,0.3942,358,41
359,Michael A. Taylor,30,Kansas City Royals,KCR,142,528,483,58,118,16,1,12,54,14,7,33,144,0.244,0.297,0.356,0.653,77,172,9,5,2,5,0,0.3939,359,208
360,José Marmolejos,28,Seattle Mariners,SEA,41,122,106,11,17,4,0,4,12,0,0,15,39,0.16,0.262,0.311,0.574,61,33,0,0,0,1,0,0.3934,360,48
361,Willi Castro,24,Detroit Tigers,DET,125,450,413,56,91,15,6,9,38,9,4,23,109,0.22,0.273,0.351,0.624,73,145,5,8,3,3,1,0.3933,362,177
362,Hoy Park,25,Toronto Blue Jays,TOT,45,150,128,16,25,5,2,3,14,1,1,18,38,0.195,0.297,0.336,0.633,72,43,4,1,1,1,1,0.3933,361,59
363,Jurickson Profar,28,San Diego Padres,SDP,137,412,353,47,80,17,2,4,33,10,5,49,65,0.227,0.329,0.32,0.649,83,113,12,6,1,2,1,0.3932,363,162
364,Miguel Cabrera,38,Detroit Tigers,DET,130,526,472,48,121,16,0,15,75,0,0,40,118,0.256,0.316,0.386,0.701,95,182,21,5,0,9,0,0.3916,364,206
365,Dominic Smith,26,New York Mets,NYM,145,493,446,43,109,20,0,11,58,2,1,32,112,0.244,0.304,0.363,0.667,83,162,13,9,0,6,2,0.3915,365,193
366,Roberto Pérez,32,Cleveland Indians,CLE,44,161,141,13,21,3,0,7,17,1,0,17,56,0.149,0.245,0.319,0.564,54,45,1,1,2,0,0,0.3913,366,63
367,Jason Martin,25,Texas Rangers,TEX,58,154,144,14,30,3,0,6,17,3,1,8,41,0.208,0.248,0.354,0.603,64,51,1,0,1,1,0,0.3896,367,60
368,Marcell Ozuna,30,Atlanta Braves,ATL,48,208,188,21,40,6,0,7,26,0,0,19,46,0.213,0.288,0.356,0.645,70,67,6,1,0,0,0,0.3894,368,81
369,Cole Tucker,24,Pittsburgh Pirates,PIT,43,131,117,15,26,4,2,2,12,2,2,13,33,0.222,0.298,0.342,0.64,73,40,2,0,0,1,0,0.3893,369,51
370,Aaron Hicks,31,New York Yankees,NYY,32,126,108,13,21,3,0,4,14,0,0,14,30,0.194,0.294,0.333,0.627,73,36,3,2,0,2,0,0.3889,370,49
371,Phillip Evans,28,Pittsburgh Pirates,PIT,76,247,214,23,44,5,0,5,16,1,0,28,53,0.206,0.312,0.299,0.611,67,64,3,5,0,0,1,0.3887,371,96
372,Rob Refsnyder,30,Minnesota Twins,MIN,51,157,139,21,34,7,0,2,12,1,0,17,40,0.245,0.325,0.338,0.663,86,47,4,0,0,1,0,0.3885,372,61
373,Shed Long Jr.,25,Seattle Mariners,SEA,34,121,111,13,22,4,1,4,17,1,0,9,39,0.198,0.258,0.36,0.619,72,40,3,0,1,0,0,0.3884,373,47
374,Jon Berti,31,Miami Marlins,MIA,85,271,233,35,49,10,1,4,19,8,4,32,61,0.21,0.311,0.313,0.624,71,73,7,3,1,2,0,0.3875,374,105
375,Lewis Brinson,27,Miami Marlins,MIA,89,290,274,24,62,14,0,9,33,1,1,13,72,0.226,0.263,0.376,0.639,71,103,5,1,1,1,0,0.3862,375,112
376,Yonny Hernández,23,Texas Rangers,TEX,43,166,143,15,31,5,0,0,6,11,2,17,32,0.217,0.315,0.252,0.567,60,36,2,4,1,1,0,0.3855,376,64
377,Andrew Stevenson,27,Washington Nationals,WSN,109,213,192,22,44,6,0,5,23,1,1,13,61,0.229,0.294,0.339,0.632,74,65,3,5,2,1,2,0.3850,377,82
378,Víctor Caratini,27,San Diego Padres,SDP,116,356,313,33,71,9,0,7,39,2,0,35,82,0.227,0.309,0.323,0.632,78,101,13,4,0,4,8,0.3848,378,137
379,Nick Ahmed,31,Arizona Diamondbacks,ARI,129,473,434,46,96,30,3,5,38,7,2,34,104,0.221,0.28,0.339,0.619,67,147,9,2,2,1,3,0.3848,379,182
380,Isan Díaz,25,Miami Marlins,MIA,89,278,238,25,46,9,0,4,17,1,1,34,73,0.193,0.293,0.282,0.575,58,67,2,1,1,3,6,0.3813,380,106
381,Taylor Walls,24,Tampa Bay Rays,TBR,54,176,152,15,32,10,0,1,15,4,2,23,49,0.211,0.314,0.296,0.61,75,45,3,0,1,0,0,0.3807,381,67
382,Yadier Molina,38,St. Louis Cardinals,STL,121,473,440,45,111,19,0,11,66,3,0,24,79,0.252,0.297,0.37,0.667,84,163,16,5,0,3,1,0.3805,382,180
383,Víctor Robles,24,Washington Nationals,WSN,107,369,315,37,64,21,1,2,19,8,6,33,85,0.203,0.31,0.295,0.605,69,93,7,16,4,1,3,0.3794,383,140
384,Adam Eaton,32,Toronto Blue Jays,TOT,83,288,254,38,51,10,2,6,30,3,0,22,71,0.201,0.282,0.327,0.608,66,83,6,7,4,1,0,0.3785,384,109
385,Magneuris Sierra,25,Miami Marlins,MIA,123,225,209,27,48,6,1,0,5,11,0,15,50,0.23,0.281,0.268,0.549,51,56,1,0,1,0,4,0.3778,385,85
386,Ryan O'Hearn,27,Kansas City Royals,KCR,84,254,236,23,53,5,1,9,29,0,0,13,71,0.225,0.268,0.369,0.636,71,87,7,2,0,3,0,0.3740,386,95
387,Reese McGuire,26,Toronto Blue Jays,TOR,78,217,198,22,50,15,0,1,10,0,0,15,44,0.253,0.31,0.343,0.654,78,68,4,2,1,1,0,0.3733,387,81
388,Jorge Alfaro,28,Miami Marlins,MIA,92,311,295,22,72,15,1,4,30,8,1,11,99,0.244,0.283,0.342,0.625,69,101,8,5,0,0,0,0.3730,388,116
389,Eli White,27,Texas Rangers,TEX,64,220,198,26,35,6,1,6,15,4,3,18,66,0.177,0.259,0.308,0.567,56,61,2,4,0,0,0,0.3727,389,82
390,Justin Williams,25,St. Louis Cardinals,STL,51,137,119,10,19,0,0,4,11,0,1,17,46,0.16,0.27,0.261,0.531,49,31,2,1,0,0,5,0.3723,390,51
391,Mike Tauchman,30,Toronto Blue Jays,TOT,75,191,166,22,30,5,0,4,15,3,3,23,58,0.181,0.284,0.283,0.567,56,47,0,1,1,0,0,0.3717,391,71
392,Alec Bohm,24,Philadelphia Phillies,PHI,115,417,380,46,94,15,0,7,47,4,0,31,111,0.247,0.305,0.342,0.647,75,130,12,2,0,4,0,0.3717,392,155
393,Christian Vázquez,30,Boston Red Sox,BOS,138,498,458,51,118,23,1,6,49,8,4,33,84,0.258,0.308,0.352,0.659,77,161,15,2,1,4,0,0.3715,393,185
394,James McCann,31,New York Mets,NYM,121,412,375,29,87,12,1,10,46,1,2,32,115,0.232,0.294,0.349,0.643,76,131,12,2,0,3,1,0.3714,394,153
395,Taylor Jones,27,Houston Astros,HOU,35,108,102,11,25,8,1,2,16,0,0,4,29,0.245,0.269,0.402,0.67,81,41,5,0,0,2,0,0.3704,395,40
396,Carter Kieboom,23,Washington Nationals,WSN,62,249,217,26,45,6,0,6,20,0,0,25,62,0.207,0.301,0.318,0.619,72,69,9,5,0,2,2,0.3695,396,92
397,Yonathan Daza,27,Colorado Rockies,COL,107,331,301,26,85,12,2,2,30,2,1,21,60,0.282,0.332,0.355,0.688,77,107,9,2,6,1,0,0.3686,397,122
398,Cody Bellinger,25,Los Angeles Dodgers,LAD,95,350,315,39,52,9,2,10,36,3,1,31,94,0.165,0.24,0.302,0.542,44,95,2,1,0,3,2,0.3686,398,129
399,Jonah Heim,26,Texas Rangers,TEX,82,285,265,22,52,13,0,10,32,3,1,15,58,0.196,0.239,0.358,0.598,62,95,8,1,1,3,0,0.3684,400,105
400,Kurt Suzuki,37,Los Angeles Angels,LAA,72,247,219,17,49,8,0,6,16,0,0,12,44,0.224,0.294,0.342,0.636,73,75,7,11,2,3,0,0.3684,399,91
401,Josh Reddick,34,Arizona Diamondbacks,ARI,54,158,151,15,39,11,0,2,21,0,0,6,31,0.258,0.285,0.371,0.656,76,56,4,0,0,1,0,0.3671,401,58
402,Ronald Torreyes,28,Philadelphia Phillies,PHI,111,344,318,30,77,10,1,7,41,2,1,19,41,0.242,0.286,0.346,0.632,71,110,7,1,5,1,2,0.3663,402,126
403,Martín Maldonado,34,Houston Astros,HOU,125,426,373,40,64,10,1,12,36,0,0,47,127,0.172,0.272,0.3,0.573,58,112,9,5,0,1,1,0.3662,403,156
404,Jake Bauers,25,Toronto Blue Jays,TOT,115,315,282,27,59,7,0,4,19,6,1,30,78,0.209,0.29,0.277,0.566,60,78,1,2,0,0,1,0.3651,404,115
405,Gerardo Parra,34,Washington Nationals,WSN,53,107,97,13,23,5,0,2,10,1,1,6,30,0.237,0.292,0.351,0.643,77,34,3,2,1,1,0,0.3645,405,39
406,Juan Lagares,32,Los Angeles Angels,LAA,112,327,309,39,73,20,2,6,38,1,2,12,76,0.236,0.266,0.372,0.638,71,115,8,1,4,1,0,0.3639,406,119
407,Michael Chavis,25,Toronto Blue Jays,TOT,43,124,121,16,30,7,1,3,11,1,2,1,42,0.248,0.258,0.397,0.655,73,48,4,1,0,1,0,0.3629,407,45
408,Joshua Fuentes,28,Colorado Rockies,COL,95,284,271,30,61,11,1,7,33,0,0,12,65,0.225,0.257,0.351,0.608,54,95,5,0,0,1,1,0.3627,408,103
409,Luke Williams,24,Philadelphia Phillies,PHI,58,108,98,8,24,4,0,1,6,2,2,10,23,0.245,0.315,0.316,0.631,72,31,2,0,0,0,0,0.3611,409,39
410,Ka'ai Tom,27,Toronto Blue Jays,TOT,48,133,108,10,15,2,1,2,12,1,0,17,36,0.139,0.278,0.231,0.51,42,25,1,5,0,3,1,0.3609,410,48
411,Ryan McKenna,24,Baltimore Orioles,BAL,90,197,169,20,31,6,1,2,14,1,0,24,74,0.183,0.292,0.266,0.559,56,45,1,2,2,0,0,0.3604,411,71
412,Maikel Franco,28,Baltimore Orioles,BAL,104,403,377,31,79,22,0,11,47,0,0,20,67,0.21,0.253,0.355,0.609,65,134,12,3,0,3,0,0.3598,412,145
413,Elvis Andrus,32,Oakland Athletics,OAK,146,541,497,60,121,25,2,3,37,12,2,31,81,0.243,0.294,0.32,0.614,73,159,14,6,3,4,2,0.3586,413,194
414,David Fletcher,27,Los Angeles Angels,LAA,157,665,626,74,164,27,3,2,47,15,3,31,60,0.262,0.297,0.324,0.622,70,203,10,1,6,1,1,0.3579,414,238
415,Brock Holt,33,Texas Rangers,TEX,76,260,235,21,49,13,1,2,23,5,1,23,49,0.209,0.281,0.298,0.579,60,70,5,1,0,1,0,0.3577,415,93
416,Jarren Duran,24,Boston Red Sox,BOS,33,112,107,17,23,3,2,2,10,2,1,4,40,0.215,0.241,0.336,0.578,53,36,1,0,0,1,0,0.3571,416,40
417,Harold Castro,27,Detroit Tigers,DET,106,339,315,35,89,13,1,3,37,1,1,14,72,0.283,0.31,0.359,0.669,87,113,7,1,4,5,0,0.3569,417,121
418,Jarrod Dyson,36,Toronto Blue Jays,TOT,102,149,135,17,28,7,2,0,10,10,5,10,33,0.207,0.26,0.289,0.549,50,39,1,0,3,1,0,0.3557,418,53
419,Keston Hiura,24,Milwaukee Brewers,MIL,61,197,173,16,29,9,1,4,19,3,0,14,77,0.168,0.256,0.301,0.557,51,52,6,7,2,1,0,0.3553,419,70
420,Nomar Mazara,26,Detroit Tigers,DET,50,181,165,12,35,5,2,3,19,0,0,15,45,0.212,0.276,0.321,0.597,67,53,4,0,0,1,0,0.3536,420,64
421,Zack Short,26,Detroit Tigers,DET,61,184,156,21,22,4,0,6,20,2,0,22,59,0.141,0.239,0.282,0.521,45,44,4,0,0,6,1,0.3533,421,65
422,Kelvin Gutiérrez,26,Toronto Blue Jays,TOT,85,295,272,23,63,8,3,3,20,0,1,19,76,0.232,0.292,0.316,0.608,67,86,4,4,0,0,0,0.3525,422,104
423,Miguel Andújar,26,New York Yankees,NYY,45,162,154,19,39,2,0,6,12,0,1,7,28,0.253,0.284,0.383,0.667,82,59,8,0,0,1,0,0.3519,423,57
424,John Nogowski,28,Toronto Blue Jays,TOT,52,143,129,14,30,7,0,1,14,0,1,12,22,0.233,0.301,0.31,0.611,67,40,2,1,0,1,0,0.3497,424,50
425,Danny Mendick,27,Chicago White Sox,CHW,71,186,164,14,36,5,0,2,20,0,1,18,42,0.22,0.303,0.287,0.589,63,47,1,2,1,1,0,0.3495,425,65
426,David Bote,28,Chicago Cubs,CHC,97,327,291,32,58,10,2,8,35,0,1,27,73,0.199,0.276,0.33,0.606,64,96,13,5,1,3,0,0.3486,426,114
427,Tomás Nido,27,New York Mets,NYM,58,161,153,16,34,5,1,3,13,1,0,5,44,0.222,0.261,0.327,0.588,60,50,4,3,0,0,1,0.3478,427,56
428,Cam Gallagher,28,Kansas City Royals,KCR,48,124,112,9,28,6,0,1,7,0,0,8,20,0.25,0.298,0.33,0.628,71,37,2,0,2,1,0,0.3468,428,43
429,Ernie Clement,25,Cleveland Indians,CLE,40,133,121,16,28,4,0,3,9,0,1,7,19,0.231,0.285,0.339,0.623,71,41,3,2,3,0,0,0.3459,429,46
430,Marwin González,32,Toronto Blue Jays,TOT,91,307,276,30,55,14,0,5,28,3,2,20,78,0.199,0.275,0.304,0.579,56,84,8,9,1,1,0,0.3453,430,106
431,Alex Jackson,25,Toronto Blue Jays,TOT,52,151,131,13,18,4,0,3,12,0,0,13,73,0.137,0.252,0.237,0.488,33,31,0,7,0,0,1,0.3444,431,52
432,Jake Cave,28,Minnesota Twins,MIN,76,178,164,14,31,6,1,3,13,1,1,10,62,0.189,0.249,0.293,0.541,50,48,0,3,1,0,0,0.3427,432,61
433,Kevin Newman,27,Pittsburgh Pirates,PIT,148,554,517,50,117,22,3,5,39,6,1,27,41,0.226,0.265,0.309,0.574,55,160,7,1,6,3,3,0.3412,433,189
434,David Dahl,27,Texas Rangers,TEX,63,220,205,19,43,11,0,4,18,2,1,10,59,0.21,0.247,0.322,0.569,55,66,3,1,1,3,0,0.3409,434,75
435,Leody Taveras,22,Texas Rangers,TEX,49,185,174,14,28,6,2,3,9,10,1,9,60,0.161,0.207,0.27,0.477,30,47,3,1,1,0,0,0.3405,435,63
436,Willians Astudillo,29,Minnesota Twins,MIN,72,216,208,17,49,8,0,7,21,0,0,3,12,0.236,0.259,0.375,0.634,74,78,12,4,0,1,0,0.3380,436,73
437,Michael Pérez,28,Pittsburgh Pirates,PIT,70,231,210,19,30,8,1,7,21,0,1,19,68,0.143,0.221,0.29,0.511,37,61,4,2,0,0,1,0.3377,437,78
438,Eric Sogard,35,Chicago Cubs,CHC,78,180,169,16,42,6,1,1,12,3,1,9,30,0.249,0.283,0.314,0.597,62,53,5,0,0,2,1,0.3333,438,60
439,Luis Rengifo,24,Los Angeles Angels,LAA,54,190,174,22,35,1,0,6,18,1,0,9,38,0.201,0.246,0.31,0.556,50,54,3,2,3,2,0,0.3316,439,63
440,Nick Senzel,26,Cinncinnati Reds,CIN,36,124,111,18,28,4,0,1,8,2,5,12,16,0.252,0.323,0.315,0.638,67,35,3,0,0,1,0,0.3306,440,41
441,Tim Locastro,28,Toronto Blue Jays,TOT,64,156,139,15,25,4,0,2,7,5,3,7,33,0.18,0.263,0.252,0.515,41,35,2,9,0,1,0,0.3269,441,51
442,Rio Ruiz,27,Toronto Blue Jays,TOT,62,141,125,11,21,4,0,3,10,2,0,12,38,0.168,0.243,0.272,0.515,39,34,3,1,1,2,0,0.3262,442,46
443,Cal Raleigh,24,Seattle Mariners,SEA,47,148,139,6,25,12,0,2,13,0,0,7,52,0.18,0.223,0.309,0.532,48,43,3,1,0,1,0,0.3243,443,48
444,Jose Trevino,28,Texas Rangers,TEX,89,302,285,23,68,14,0,5,30,1,1,12,57,0.239,0.267,0.34,0.607,66,97,13,0,2,3,1,0.3212,444,97
445,Jackie Bradley Jr.,31,Milwaukee Brewers,MIL,134,428,387,39,63,14,3,6,29,7,1,28,132,0.163,0.236,0.261,0.497,35,101,8,10,0,3,0,0.3201,445,137
446,Austin Hedges,28,Cleveland Indians,CLE,88,312,286,32,51,7,0,10,31,1,0,15,87,0.178,0.22,0.308,0.527,43,88,7,1,7,3,1,0.3173,446,99
447,Shogo Akiyama,33,Cinncinnati Reds,CIN,88,183,162,16,33,8,0,0,12,2,3,14,40,0.204,0.282,0.253,0.535,41,41,1,4,1,1,1,0.3169,447,58
448,Owen Miller,24,Cleveland Indians,CLE,60,202,191,17,39,8,0,4,18,2,0,9,54,0.204,0.243,0.309,0.551,51,59,7,1,0,1,0,0.3168,448,64
449,Pat Valaika,28,Baltimore Orioles,BAL,90,281,259,17,52,8,0,5,25,1,1,16,76,0.201,0.25,0.29,0.54,48,75,4,2,1,3,0,0.3167,449,89
450,Joe Panik,30,Toronto Blue Jays,TOT,95,257,236,17,49,9,0,3,18,2,0,17,34,0.208,0.266,0.284,0.55,50,67,9,2,1,1,1,0.3113,450,80
451,Jonathan Davis,29,Toronto Blue Jays,TOT,64,103,87,20,11,1,0,1,4,4,1,12,26,0.126,0.252,0.172,0.425,20,15,1,3,0,1,0,0.3107,451,32
452,Austin Wynns,30,Baltimore Orioles,BAL,45,139,130,14,24,4,0,4,14,1,0,8,31,0.185,0.232,0.308,0.54,47,40,6,0,1,0,0,0.3094,452,43
453,Andrew Knizner,26,St. Louis Cardinals,STL,63,185,161,18,28,7,0,1,9,0,0,20,39,0.174,0.281,0.236,0.517,46,38,7,4,0,0,2,0.3081,453,57
454,Erik González,29,Pittsburgh Pirates,PIT,71,229,220,17,51,7,1,2,21,2,2,8,40,0.232,0.258,0.3,0.558,51,66,4,0,0,1,0,0.3057,454,70
455,Sandy León,32,Miami Marlins,MIA,83,220,202,15,37,5,0,4,14,0,0,12,65,0.183,0.237,0.267,0.505,37,54,2,3,1,2,0,0.3045,455,67
